Chromosome	Start	End	Strand	Feature	gene_id	UTR_id
chr4	60218621	60218872	-	3UTR	Mup8	Mup8:chr4:60218621:60218872:u2
chr4	60219662	60219681	-	3UTR	Mup8	Mup8:chr4:60219662:60219681:u1
chr4	60418046	60418298	-	3UTR	Mup9	Mup9:chr4:60418046:60418298:u2
chr4	60419088	60419107	-	3UTR	Mup9	Mup9:chr4:60419088:60419107:u1
chr4	60498013	60498264	-	3UTR	Mup1	Mup1:chr4:60498013:60498264:u2
chr4	60498934	60499075	-	3UTR	Mup1	Mup1:chr4:60498934:60499075:u1
chr4	60578241	60578512	-	3UTR	Mup2	Mup2:chr4:60578241:60578512:u4
chr4	60578261	60578512	-	3UTR	Mup10	Mup10:chr4:60578261:60578512:u2
chr4	60579301	60579320	-	3UTR	Mup10	Mup10:chr4:60579301:60579320:u1
chr4	60658466	60658718	-	3UTR	Mup11	Mup11:chr4:60658466:60658718:u2
chr4	60658466	60658718	-	3UTR	Mup13	Mup13:chr4:60658466:60658718:u14
chr4	60659380	60659527	-	3UTR	Mup2	Mup2:chr4:60659380:60659527:u3
chr4	60659508	60659527	-	3UTR	Mup11	Mup11:chr4:60659508:60659527:u1
chr4	60659508	60659527	-	3UTR	Mup13	Mup13:chr4:60659508:60659527:u13
chr4	60737381	60737634	-	3UTR	Mup12	Mup12:chr4:60737381:60737634:u2
chr4	60738425	60738444	-	3UTR	Mup12	Mup12:chr4:60738425:60738444:u1
chr4	60817586	60817838	-	3UTR	Mup13	Mup13:chr4:60817586:60817838:u12
chr4	60817586	60817838	-	3UTR	Mup22	Mup22:chr4:60817586:60817838:u2
chr4	60818627	60818646	-	3UTR	Mup13	Mup13:chr4:60818627:60818646:u11
chr4	60818627	60818646	-	3UTR	Mup22	Mup22:chr4:60818627:60818646:u1
chr4	61224309	61224560	-	3UTR	Mup13	Mup13:chr4:61224309:61224560:u10
chr4	61225351	61225370	-	3UTR	Mup13	Mup13:chr4:61225351:61225370:u9
chr4	61300019	61300290	-	3UTR	Mup2	Mup2:chr4:61300019:61300290:u2
chr4	61300037	61300290	-	3UTR	Mup14	Mup14:chr4:61300037:61300290:u2
chr4	61300952	61301099	-	3UTR	Mup2	Mup2:chr4:61300952:61301099:u1
chr4	61301080	61301099	-	3UTR	Mup14	Mup14:chr4:61301080:61301099:u1
chr4	61435787	61436040	-	3UTR	Mup15	Mup15:chr4:61435787:61436040:u2
chr4	61436828	61436847	-	3UTR	Mup15	Mup15:chr4:61436828:61436847:u1
chr4	61515593	61515844	-	3UTR	Mup13	Mup13:chr4:61515593:61515844:u8
chr4	61515593	61515844	-	3UTR	Mup16	Mup16:chr4:61515593:61515844:u2
chr4	61516631	61516650	-	3UTR	Mup13	Mup13:chr4:61516631:61516650:u7
chr4	61516631	61516650	-	3UTR	Mup16	Mup16:chr4:61516631:61516650:u1
chr4	61591930	61592181	-	3UTR	Mup13	Mup13:chr4:61591930:61592181:u6
chr4	61591931	61592181	-	3UTR	Mup17	Mup17:chr4:61591931:61592181:u2
chr4	61592969	61592988	-	3UTR	Mup13	Mup13:chr4:61592969:61592988:u5
chr4	61592969	61592988	-	3UTR	Mup17	Mup17:chr4:61592969:61592988:u1
chr4	61670178	61670429	-	3UTR	Mup13	Mup13:chr4:61670178:61670429:u4
chr4	61670178	61670429	-	3UTR	Mup18	Mup18:chr4:61670178:61670429:u2
chr4	61671220	61671239	-	3UTR	Mup13	Mup13:chr4:61671220:61671239:u3
chr4	61671220	61671239	-	3UTR	Mup18	Mup18:chr4:61671220:61671239:u1
chr4	61778325	61778576	-	3UTR	Mup13	Mup13:chr4:61778325:61778576:u2
chr4	61778328	61778576	-	3UTR	Mup19	Mup19:chr4:61778328:61778576:u2
chr4	61779367	61779386	-	3UTR	Mup13	Mup13:chr4:61779367:61779386:u1
chr4	61779367	61779386	-	3UTR	Mup19	Mup19:chr4:61779367:61779386:u1
chr4	61831319	61831569	-	3UTR	Mup5	Mup5:chr4:61831319:61831569:u2
chr4	61832342	61832361	-	3UTR	Mup5	Mup5:chr4:61832342:61832361:u1
chr4	62050235	62050486	-	3UTR	Mup20	Mup20:chr4:62050235:62050486:u2
chr4	62051272	62051291	-	3UTR	Mup20	Mup20:chr4:62051272:62051291:u1
chr4	62083476	62083727	-	3UTR	Mup3	Mup3:chr4:62083476:62083727:u2
chr4	62084548	62084567	-	3UTR	Mup3	Mup3:chr4:62084548:62084567:u1
chr4	62147832	62147951	-	3UTR	Mup21	Mup21:chr4:62147832:62147951:u1
chr4	62189537	62191163	-	3UTR	Zfp37	Zfp37:chr4:62189537:62191163:u1
chr4	62300342	62300906	-	3UTR	Fkbp15	Fkbp15:chr4:62300342:62300906:u1
chr4	62392346	62394844	-	3UTR	Cdc26	Cdc26:chr4:62392346:62394844:u1
chr4	62427540	62427986	-	3UTR	Rnf183	Rnf183:chr4:62427540:62427986:u1
chr4	62452632	62453895	-	3UTR	Wdr31	Wdr31:chr4:62452632:62453895:u1
chr4	62499054	62499181	-	3UTR	Hdhd3	Hdhd3:chr4:62499054:62499181:u1
chr4	62505984	62509248	-	3UTR	Alad	Alad:chr4:62505984:62509248:u1
chr4	62523801	62523943	-	3UTR	Pole3	Pole3:chr4:62523801:62523943:u1
chr4	63143275	63143374	-	3UTR	Ambp	Ambp:chr4:63143275:63143374:u1
chr4	63165630	63165831	-	3UTR	Kif12	Kif12:chr4:63165630:63165831:u1
chr4	63367123	63368045	-	3UTR	Akna	Akna:chr4:63367123:63368045:u1
chr4	63414910	63415483	-	3UTR	Whrn	Whrn:chr4:63414910:63415483:u2
chr4	63460163	63460464	-	3UTR	Whrn	Whrn:chr4:63460163:63460464:u1
chr4	63596901	63597127	-	3UTR	Gm11213	Gm11213:chr4:63596901:63597127:u1
chr4	63607089	63607311	-	3UTR	Tex48	Tex48:chr4:63607089:63607311:u1
chr4	63724600	63729588	-	3UTR	Tnfsf15	Tnfsf15:chr4:63724600:63729588:u1
chr4	63832824	63834106	-	3UTR	Tnfsf8	Tnfsf8:chr4:63832824:63834106:u1
chr4	63959785	63960432	-	3UTR	Tnc	Tnc:chr4:63959785:63960432:u1
chr4	65380803	65381451	-	3UTR	Astn2	Astn2:chr4:65380803:65381451:u1
chr4	68761372	68762008	-	3UTR	Brinp1	Brinp1:chr4:68761372:68762008:u1
chr4	70216855	70223057	-	3UTR	Cdk5rap2	Cdk5rap2:chr4:70216855:70223057:u1
chr4	70431927	70433079	-	3UTR	Megf9	Megf9:chr4:70431927:70433079:u1
chr4	72109945	72118283	-	3UTR	Tle1	Tle1:chr4:72109945:72118283:u2
chr4	72157580	72158186	-	3UTR	Tle1	Tle1:chr4:72157580:72158186:u1
chr4	72850583	72851309	-	3UTR	Aldoart1	Aldoart1:chr4:72850583:72851309:u1
chr4	73401032	73401172	-	3UTR	Gm11487	Gm11487:chr4:73401032:73401172:u1
chr4	73714579	73717667	-	3UTR	Rasef	Rasef:chr4:73714579:73717667:u1
chr4	73872219	73872341	-	3UTR	Gm11758	Gm11758:chr4:73872219:73872341:u3
chr4	73872219	73872341	-	3UTR	Gm13871	Gm13871:chr4:73872219:73872341:u3
chr4	73872220	73872341	-	3UTR	Gm11757	Gm11757:chr4:73872220:73872341:u3
chr4	73887065	73887187	-	3UTR	Gm11758	Gm11758:chr4:73887065:73887187:u2
chr4	73887065	73887187	-	3UTR	Gm13871	Gm13871:chr4:73887065:73887187:u2
chr4	73887066	73887187	-	3UTR	Gm11757	Gm11757:chr4:73887066:73887187:u2
chr4	73901906	73902028	-	3UTR	Gm11758	Gm11758:chr4:73901906:73902028:u1
chr4	73901906	73902028	-	3UTR	Gm13871	Gm13871:chr4:73901906:73902028:u1
chr4	73901907	73902028	-	3UTR	Gm11757	Gm11757:chr4:73901907:73902028:u1
chr4	73916727	73916849	-	3UTR	Gm11756	Gm11756:chr4:73916727:73916849:u1
chr4	73939371	73939578	-	3UTR	2310002L09Rik	2310002L09Rik:chr4:73939371:73939578:u2
chr4	73941579	73942707	-	3UTR	2310002L09Rik	2310002L09Rik:chr4:73941579:73942707:u1
chr4	75277351	75277704	-	3UTR	Dmac1	Dmac1:chr4:75277351:75277704:u1
chr4	75941237	75944957	-	3UTR	Ptprd	Ptprd:chr4:75941237:75944957:u1
chr4	81278499	81279622	-	3UTR	Mpdz	Mpdz:chr4:81278499:81279622:u1
chr4	82290173	82296793	-	3UTR	Nfib	Nfib:chr4:82290173:82296793:u1
chr4	82798738	82806328	-	3UTR	Zdhhc21	Zdhhc21:chr4:82798738:82806328:u1
chr4	82881751	82882605	-	3UTR	Cer1	Cer1:chr4:82881751:82882605:u1
chr4	82897920	82900398	-	3UTR	Frem1	Frem1:chr4:82897920:82900398:u1
chr4	83220301	83227133	-	3UTR	Ttc39b	Ttc39b:chr4:83220301:83227133:u1
chr4	83455681	83457018	-	3UTR	Psip1	Psip1:chr4:83455681:83457018:u2
chr4	83461879	83462540	-	3UTR	Psip1	Psip1:chr4:83461879:83462540:u1
chr4	84266807	84275786	-	3UTR	Bnc2	Bnc2:chr4:84266807:84275786:u1
chr4	86444698	86444813	-	3UTR	Saxo1	Saxo1:chr4:86444698:86444813:u1
chr4	86578855	86581968	-	3UTR	Haus6	Haus6:chr4:86578855:86581968:u1
chr4	86656565	86657032	-	3UTR	Plin2	Plin2:chr4:86656565:86657032:u1
chr4	86854099	86854701	-	3UTR	Rps6	Rps6:chr4:86854099:86854701:u1
chr4	86983126	86991343	-	3UTR	Slc24a2	Slc24a2:chr4:86983126:86991343:u1
chr4	87769925	87774014	-	3UTR	Mllt3	Mllt3:chr4:87769925:87774014:u1
chr4	88412930	88414263	-	3UTR	Hacd4	Hacd4:chr4:88412930:88414263:u1
chr4	88522025	88522225	-	3UTR	Ifnb1	Ifnb1:chr4:88522025:88522225:u1
chr4	88602580	88602738	-	3UTR	Ifna12	Ifna12:chr4:88602580:88602738:u1
chr4	88627320	88627621	-	3UTR	C87499	C87499:chr4:88627320:88627621:u1
chr4	88643641	88643815	-	3UTR	Ifna13	Ifna13:chr4:88643641:88643815:u1
chr4	88690599	88690654	-	3UTR	Ifnab	Ifnab:chr4:88690599:88690654:u1
chr4	88718292	88720148	-	3UTR	Klhl9	Klhl9:chr4:88718292:88720148:u1
chr4	88879538	88879600	-	3UTR	Ifne	Ifne:chr4:88879538:88879600:u1
chr4	89274473	89274774	-	3UTR	Cdkn2a	Cdkn2a:chr4:89274473:89274774:u2
chr4	89276645	89276665	-	3UTR	Cdkn2a	Cdkn2a:chr4:89276645:89276665:u1
chr4	89306289	89307053	-	3UTR	Cdkn2b	Cdkn2b:chr4:89306289:89307053:u1
chr4	91250689	91253239	-	3UTR	Elavl2	Elavl2:chr4:91250689:91253239:u1
chr4	92144318	92144545	-	3UTR	Izumo3	Izumo3:chr4:92144318:92144545:u1
chr4	93334148	93334802	-	3UTR	Tusc1	Tusc1:chr4:93334148:93334802:u1
chr4	94500079	94501024	-	3UTR	Caap1	Caap1:chr4:94500079:94501024:u1
chr4	94565139	94569346	-	3UTR	Plaa	Plaa:chr4:94565139:94569346:u1
chr4	94635721	94638223	-	3UTR	Lrrc19	Lrrc19:chr4:94635721:94638223:u1
chr4	94907267	94907448	-	3UTR	Eqtn	Eqtn:chr4:94907267:94907448:u1
chr4	94942041	94946964	-	3UTR	Mysm1	Mysm1:chr4:94942041:94946964:u1
chr4	95049036	95050266	-	3UTR	Jun	Jun:chr4:95049036:95050266:u1
chr4	96042660	96045520	-	3UTR	Cyp2j13	Cyp2j13:chr4:96042660:96045520:u1
chr4	96099316	96099642	-	3UTR	Cyp2j12	Cyp2j12:chr4:96099316:96099642:u1
chr4	96294509	96294814	-	3UTR	Cyp2j11	Cyp2j11:chr4:96294509:96294814:u1
chr4	96443950	96444595	-	3UTR	Cyp2j8	Cyp2j8:chr4:96443950:96444595:u1
chr4	96516138	96518026	-	3UTR	Cyp2j6	Cyp2j6:chr4:96516138:96518026:u1
chr4	96568429	96568723	-	3UTR	Cyp2j9	Cyp2j9:chr4:96568429:96568723:u1
chr4	96627432	96629467	-	3UTR	Cyp2j5	Cyp2j5:chr4:96627432:96629467:u1
chr4	98355370	98355680	-	3UTR	Tm2d1	Tm2d1:chr4:98355370:98355680:u2
chr4	98357918	98357936	-	3UTR	Tm2d1	Tm2d1:chr4:98357918:98357936:u1
chr4	98754892	98756462	-	3UTR	Kank4	Kank4:chr4:98754892:98756462:u1
chr4	98936659	98937257	-	3UTR	Dock7	Dock7:chr4:98936659:98937257:u1
chr4	99767406	99767576	-	3UTR	Itgb3bp	Itgb3bp:chr4:99767406:99767576:u2
chr4	99769494	99769494	-	3UTR	Itgb3bp	Itgb3bp:chr4:99769494:99769494:u1
chr4	101151974	101153494	-	3UTR	Jak1	Jak1:chr4:101151974:101153494:u1
chr4	101834969	101835370	-	3UTR	B020004J07Rik	B020004J07Rik:chr4:101834969:101835370:u1
chr4	101890020	101890224	-	3UTR	C130073F10Rik	C130073F10Rik:chr4:101890020:101890224:u1
chr4	103017873	103018113	-	3UTR	Insl5	Insl5:chr4:103017873:103018113:u1
chr4	103038065	103039290	-	3UTR	Wdr78	Wdr78:chr4:103038065:103039290:u1
chr4	103170651	103173671	-	3UTR	Slc35d1	Slc35d1:chr4:103170651:103173671:u1
chr4	103230445	103230969	-	3UTR	4921539E11Rik	4921539E11Rik:chr4:103230445:103230969:u1
chr4	104815680	104817508	-	3UTR	C8a	C8a:chr4:104815680:104817508:u1
chr4	105029649	105036091	-	3UTR	Prkaa2	Prkaa2:chr4:105029649:105036091:u1
chr4	106442334	106443345	-	3UTR	Pcsk9	Pcsk9:chr4:106442334:106443345:u1
chr4	106483458	106485045	-	3UTR	Bsnd	Bsnd:chr4:106483458:106485045:u1
chr4	106498808	106499014	-	3UTR	Tmem61	Tmem61:chr4:106498808:106499014:u1
chr4	106590909	106591614	-	3UTR	Lexm	Lexm:chr4:106590909:106591614:u1
chr4	106661808	106663134	-	3UTR	Ttc4	Ttc4:chr4:106661808:106663134:u1
chr4	106680417	106680637	-	3UTR	Mroh7	Mroh7:chr4:106680417:106680637:u1
chr4	106744555	106748328	-	3UTR	Acot11	Acot11:chr4:106744555:106748328:u1
chr4	107055874	107056026	-	3UTR	Mrpl37	Mrpl37:chr4:107055874:107056026:u1
chr4	107134162	107139610	-	3UTR	Tceanc2	Tceanc2:chr4:107134162:107139610:u1
chr4	107233514	107233730	-	3UTR	Lrrc42	Lrrc42:chr4:107233514:107233730:u1
chr4	107291465	107292329	-	3UTR	Dio1	Dio1:chr4:107291465:107292329:u1
chr4	107676290	107677004	-	3UTR	Dmrtb1	Dmrtb1:chr4:107676290:107677004:u1
chr4	107903982	107904231	-	3UTR	Cpt2	Cpt2:chr4:107903982:107904231:u1
chr4	108014793	108015695	-	3UTR	Podn	Podn:chr4:108014793:108015695:u2
chr4	108017707	108017732	-	3UTR	Podn	Podn:chr4:108017707:108017732:u1
chr4	108043830	108044749	-	3UTR	Scp2	Scp2:chr4:108043830:108044749:u1
chr4	108181934	108182101	-	3UTR	Zyg11a	Zyg11a:chr4:108181934:108182101:u1
chr4	108227755	108236003	-	3UTR	Zyg11b	Zyg11b:chr4:108227755:108236003:u1
chr4	108367777	108367793	-	3UTR	Shisal2a	Shisal2a:chr4:108367777:108367793:u1
chr4	108400217	108400833	-	3UTR	Gpx7	Gpx7:chr4:108400217:108400833:u1
chr4	108564867	108565224	-	3UTR	Prpf38a	Prpf38a:chr4:108564867:108565224:u1
chr4	108637473	108639258	-	3UTR	Zfyve9	Zfyve9:chr4:108637473:108639258:u1
chr4	108814295	108816839	-	3UTR	Btf3l4	Btf3l4:chr4:108814295:108816839:u1
chr4	109061145	109062257	-	3UTR	Osbpl9	Osbpl9:chr4:109061145:109062257:u1
chr4	109452857	109454250	-	3UTR	Rnf11	Rnf11:chr4:109452857:109454250:u1
chr4	109505332	109505427	-	3UTR	4930522H14Rik	4930522H14Rik:chr4:109505332:109505427:u1
chr4	109660876	109661248	-	3UTR	Cdkn2c	Cdkn2c:chr4:109660876:109661248:u1
chr4	110203737	110206331	-	3UTR	Elavl4	Elavl4:chr4:110203737:110206331:u1
chr4	111875377	111877537	-	3UTR	Slc5a9	Slc5a9:chr4:111875377:111877537:u1
chr4	112385969	112386308	-	3UTR	Skint9	Skint9:chr4:112385969:112386308:u1
chr4	112710830	112711453	-	3UTR	Skint10	Skint10:chr4:112710830:112711453:u1
chr4	112804616	112804662	-	3UTR	Skint6	Skint6:chr4:112804616:112804662:u1
chr4	113477891	113477947	-	3UTR	Skint5	Skint5:chr4:113477891:113477947:u1
chr4	114906280	114907342	-	3UTR	Foxd2	Foxd2:chr4:114906280:114907342:u1
chr4	114924444	114925146	-	3UTR	Foxe3	Foxe3:chr4:114924444:114925146:u1
chr4	114960613	114961713	-	3UTR	Cmpk1	Cmpk1:chr4:114960613:114961713:u1
chr4	115106323	115108681	-	3UTR	Cyp4x1	Cyp4x1:chr4:115106323:115108681:u1
chr4	115486200	115487142	-	3UTR	Cyp4a14	Cyp4a14:chr4:115486200:115487142:u1
chr4	115624698	115625044	-	3UTR	Cyp4b1	Cyp4b1:chr4:115624698:115625044:u1
chr4	115779834	115779998	-	3UTR	Tex38	Tex38:chr4:115779834:115779998:u1
chr4	115915119	115917950	-	3UTR	Dmbx1	Dmbx1:chr4:115915119:115917950:u1
chr4	115996668	115998486	-	3UTR	Faah	Faah:chr4:115996668:115998486:u1
chr4	116033007	116034034	-	3UTR	Nsun4	Nsun4:chr4:116033007:116034034:u1
chr4	116066965	116067139	-	3UTR	Uqcrh	Uqcrh:chr4:116066965:116067139:u1
chr4	116096955	116097160	-	3UTR	Rad54l	Rad54l:chr4:116096955:116097160:u1
chr4	116136728	116137312	-	3UTR	Lurap1	Lurap1:chr4:116136728:116137312:u1
chr4	116161881	116162987	-	3UTR	Tspan1	Tspan1:chr4:116161881:116162987:u1
chr4	116306760	116306814	-	3UTR	Mast2	Mast2:chr4:116306760:116306814:u1
chr4	116551528	116553033	-	3UTR	Tmem69	Tmem69:chr4:116551528:116553033:u1
chr4	116601052	116601715	-	3UTR	Nasp	Nasp:chr4:116601052:116601715:u1
chr4	116636510	116636603	-	3UTR	Akr1a1	Akr1a1:chr4:116636510:116636603:u1
chr4	116702434	116703456	-	3UTR	Mmachc	Mmachc:chr4:116702434:116703456:u1
chr4	116804003	116804434	-	3UTR	Toe1	Toe1:chr4:116804003:116804434:u1
chr4	116819907	116820146	-	3UTR	Hpdl	Hpdl:chr4:116819907:116820146:u1
chr4	116989965	116990286	-	3UTR	Urod	Urod:chr4:116989965:116990286:u1
chr4	117128655	117128986	-	3UTR	Plk3	Plk3:chr4:117128655:117128986:u1
chr4	117153836	117153877	-	3UTR	Rps8	Rps8:chr4:117153836:117153877:u1
chr4	117159633	117160166	-	3UTR	Kif2c	Kif2c:chr4:117159633:117160166:u1
chr4	117213333	117213514	-	3UTR	Armh1	Armh1:chr4:117213333:117213514:u1
chr4	117271463	117272303	-	3UTR	Rnf220	Rnf220:chr4:117271463:117272303:u1
chr4	117674686	117674734	-	3UTR	Dmap1	Dmap1:chr4:117674686:117674734:u1
chr4	117756659	117759106	-	3UTR	Klf17	Klf17:chr4:117756659:117759106:u1
chr4	117869260	117869623	-	3UTR	Ccdc24	Ccdc24:chr4:117869260:117869623:u1
chr4	117873000	117873852	-	3UTR	B4galt2	B4galt2:chr4:117873000:117873852:u1
chr4	117884330	117884614	-	3UTR	Atp6v0b	Atp6v0b:chr4:117884330:117884614:u1
chr4	117888643	117889551	-	3UTR	Dph2	Dph2:chr4:117888643:117889551:u1
chr4	117894493	117894560	-	3UTR	Ipo13	Ipo13:chr4:117894493:117894560:u1
chr4	117926160	117926674	-	3UTR	Artn	Artn:chr4:117926160:117926674:u1
chr4	117932153	117933046	-	3UTR	St3gal3	St3gal3:chr4:117932153:117933046:u1
chr4	118137004	118138229	-	3UTR	Kdm4a	Kdm4a:chr4:118137004:118138229:u2
chr4	118142043	118142121	-	3UTR	Kdm4a	Kdm4a:chr4:118142043:118142121:u1
chr4	118208213	118209820	-	3UTR	Ptprf	Ptprf:chr4:118208213:118209820:u1
chr4	118362740	118363327	-	3UTR	Szt2	Szt2:chr4:118362740:118363327:u1
chr4	118432901	118432962	-	3UTR	Cdc20	Cdc20:chr4:118432901:118432962:u1
chr4	118442415	118443675	-	3UTR	Mpl	Mpl:chr4:118442415:118443675:u1
chr4	118471191	118471520	-	3UTR	Tie1	Tie1:chr4:118471191:118471520:u1
chr4	118540941	118541581	-	3UTR	Tmem125	Tmem125:chr4:118540941:118541581:u1
chr4	118554551	118554695	-	3UTR	Cfap57	Cfap57:chr4:118554551:118554695:u1
chr4	119169518	119170181	-	3UTR	Zfp691	Zfp691:chr4:119169518:119170181:u1
chr4	119175457	119178010	-	3UTR	Ermap	Ermap:chr4:119175457:119178010:u1
chr4	119205055	119205673	-	3UTR	Tmem269	Tmem269:chr4:119205055:119205673:u1
chr4	119225138	119226341	-	3UTR	AU022252	AU022252:chr4:119225138:119226341:u1
chr4	119277327	119278367	-	3UTR	Ybx1	Ybx1:chr4:119277327:119278367:u2
chr4	119278934	119278964	-	3UTR	Ybx1	Ybx1:chr4:119278934:119278964:u1
chr4	119300010	119300183	-	3UTR	Ppih	Ppih:chr4:119300010:119300183:u4
chr4	119306290	119307883	-	3UTR	Ppih	Ppih:chr4:119306290:119307883:u3
chr4	119310759	119310778	-	3UTR	Ppih	Ppih:chr4:119310759:119310778:u2
chr4	119311313	119311334	-	3UTR	Ppih	Ppih:chr4:119311313:119311334:u1
chr4	119322893	119323997	-	3UTR	Ccdc30	Ccdc30:chr4:119322893:119323997:u2
chr4	119367640	119367764	-	3UTR	Ccdc30	Ccdc30:chr4:119367640:119367764:u1
chr4	119418527	119418969	-	3UTR	Ppcs	Ppcs:chr4:119418527:119418969:u1
chr4	119465285	119468067	-	3UTR	Rimkla	Rimkla:chr4:119465285:119468067:u1
chr4	119530315	119530616	-	3UTR	Frg2f1	Frg2f1:chr4:119530315:119530616:u1
chr4	119656603	119656791	-	3UTR	Guca2b	Guca2b:chr4:119656603:119656791:u1
chr4	120267078	120267916	-	3UTR	Foxo6	Foxo6:chr4:120267078:120267916:u1
chr4	120539868	120540654	-	3UTR	Ctps	Ctps:chr4:120539868:120540654:u2
chr4	120541293	120541296	-	3UTR	Ctps	Ctps:chr4:120541293:120541296:u1
chr4	120696138	120697893	-	3UTR	Kcnq4	Kcnq4:chr4:120696138:120697893:u1
chr4	120757435	120758176	-	3UTR	Nfyc	Nfyc:chr4:120757435:120758176:u1
chr4	120921202	120921544	-	3UTR	Exo5	Exo5:chr4:120921202:120921544:u1
chr4	120930137	120930352	-	3UTR	Zfp69	Zfp69:chr4:120930137:120930352:u1
chr4	120968317	120969538	-	3UTR	Smap2	Smap2:chr4:120968317:120969538:u1
chr4	121059237	121060995	-	3UTR	Zmpste24	Zmpste24:chr4:121059237:121060995:u1
chr4	121105651	121105736	-	3UTR	Tmco2	Tmco2:chr4:121105651:121105736:u1
chr4	121145883	121146354	-	3UTR	Rlf	Rlf:chr4:121145883:121146354:u1
chr4	121316316	121317112	-	3UTR	Gm12888	Gm12888:chr4:121316316:121317112:u1
chr4	121414735	121415501	-	3UTR	Gm12886	Gm12886:chr4:121414735:121415501:u1
chr4	121614004	121614270	-	3UTR	Gm12887	Gm12887:chr4:121614004:121614270:u1
chr4	122859048	122860133	-	3UTR	Cap1	Cap1:chr4:122859048:122860133:u1
chr4	122946851	122947240	-	3UTR	Mfsd2a	Mfsd2a:chr4:122946851:122947240:u1
chr4	123127115	123127377	-	3UTR	Ppie	Ppie:chr4:123127115:123127377:u1
chr4	123312650	123313266	-	3UTR	Bmp8a	Bmp8a:chr4:123312650:123313266:u1
chr4	123321875	123322023	-	3UTR	Oxct2a	Oxct2a:chr4:123321875:123322023:u1
chr4	123349633	123350888	-	3UTR	Macf1	Macf1:chr4:123349633:123350888:u1
chr4	123403601	123407359	-	3UTR	D830031N03Rik	D830031N03Rik:chr4:123403601:123407359:u1
chr4	123712710	123712821	-	3UTR	Ndufs5	Ndufs5:chr4:123712710:123712821:u1
chr4	123735195	123736853	-	3UTR	Akirin1	Akirin1:chr4:123735195:123736853:u1
chr4	124678764	124678902	-	3UTR	Utp11	Utp11:chr4:124678764:124678902:u1
chr4	124849485	124849866	-	3UTR	1110065P20Rik	1110065P20Rik:chr4:124849485:124849866:u1
chr4	124855239	124856602	-	3UTR	Maneal	Maneal:chr4:124855239:124856602:u1
chr4	124918465	124918985	-	3UTR	Cdca8	Cdca8:chr4:124918465:124918985:u1
chr4	125055339	125056588	-	3UTR	Dnali1	Dnali1:chr4:125055339:125056588:u1
chr4	125118414	125119278	-	3UTR	Zc3h12a	Zc3h12a:chr4:125118414:125119278:u1
chr4	126150602	126150724	-	3UTR	Sh3d21	Sh3d21:chr4:126150602:126150724:u1
chr4	126164083	126165395	-	3UTR	Thrap3	Thrap3:chr4:126164083:126165395:u1
chr4	126232168	126232755	-	3UTR	Map7d1	Map7d1:chr4:126232168:126232755:u1
chr4	126316351	126316572	-	3UTR	Adprhl2	Adprhl2:chr4:126316351:126316572:u1
chr4	126322121	126322205	-	3UTR	Tekt2	Tekt2:chr4:126322121:126322205:u1
chr4	126340678	126345473	-	3UTR	Ago3	Ago3:chr4:126340678:126345473:u1
chr4	126435013	126439502	-	3UTR	Ago1	Ago1:chr4:126435013:126439502:u1
chr4	126489543	126493222	-	3UTR	Ago4	Ago4:chr4:126489543:126493222:u1
chr4	126716003	126716512	-	3UTR	Tfap2e	Tfap2e:chr4:126716003:126716512:u1
chr4	126743750	126744834	-	3UTR	Ncdn	Ncdn:chr4:126743750:126744834:u1
chr4	126861820	126864109	-	3UTR	Zmym4	Zmym4:chr4:126861820:126864109:u1
chr4	127047094	127047641	-	3UTR	Zmym1	Zmym1:chr4:127047094:127047641:u1
chr4	127311420	127311966	-	3UTR	Gja4	Gja4:chr4:127311420:127311966:u1
chr4	127325235	127325924	-	3UTR	Gjb3	Gjb3:chr4:127325235:127325924:u1
chr4	127351086	127351345	-	3UTR	Gjb4	Gjb4:chr4:127351086:127351345:u1
chr4	127354809	127355533	-	3UTR	Gjb5	Gjb5:chr4:127354809:127355533:u1
chr4	127927592	127928002	-	3UTR	CK137956	CK137956:chr4:127927592:127928002:u1
chr4	128133523	128133629	-	3UTR	Csmd2os	Csmd2os:chr4:128133523:128133629:u1
chr4	128260212	128260227	-	3UTR	Hmgb4	Hmgb4:chr4:128260212:128260227:u1
chr4	128583539	128585603	-	3UTR	Zscan20	Zscan20:chr4:128583539:128585603:u1
chr4	128615446	128615734	-	3UTR	Tlr12	Tlr12:chr4:128615446:128615734:u1
chr4	128773085	128774520	-	3UTR	Zfp362	Zfp362:chr4:128773085:128774520:u1
chr4	128930233	128930934	-	3UTR	Azin2	Azin2:chr4:128930233:128930934:u2
chr4	128932017	128932352	-	3UTR	Azin2	Azin2:chr4:128932017:128932352:u1
chr4	129111570	129112427	-	3UTR	Hpca	Hpca:chr4:129111570:129112427:u1
chr4	129148002	129150949	-	3UTR	S100pbp	S100pbp:chr4:129148002:129150949:u1
chr4	129219578	129221454	-	3UTR	C77080	C77080:chr4:129219578:129221454:u1
chr4	129307100	129310091	-	3UTR	Rbbp4	Rbbp4:chr4:129307100:129310091:u1
chr4	129353632	129354171	-	3UTR	Zbtb8a	Zbtb8a:chr4:129353632:129354171:u1
chr4	129425765	129427512	-	3UTR	Zbtb8b	Zbtb8b:chr4:129425765:129427512:u1
chr4	129489008	129489070	-	3UTR	Tssk3	Tssk3:chr4:129489008:129489070:u1
chr4	129516104	129516608	-	3UTR	Hdac1	Hdac1:chr4:129516104:129516608:u1
